model_name,pipeline,training_loss,validation_loss,validation_f1,test_loss,test_f1,augmented
microsoft/deberta-base,"['hyperlinks', 'mentions', 'hashtags', 'retweet', 'repetitions', 'emojis', 'smileys', 'spaces']",0.5397793708366895,0.4982197283893018,{'f1': 0.7855407047387605},0.5104690918491946,{'f1': 0.7723367697594502},no
microsoft/deberta-base,"['lowercase', 'hyperlinks', 'mentions', 'hashtags', 'retweet', 'repetitions', 'emojis', 'smileys', 'spaces']",0.5602754071964541,0.5075152339162053,{'f1': 0.7865235539654144},0.5191091382217528,{'f1': 0.7712455516014236},no
microsoft/deberta-base,"['hyperlinks', 'mentions', 'hashtags', 'repetitions', 'emojis', 'smileys', 'spaces']",0.5443648510622634,0.5017521217062667,{'f1': 0.7833935018050541},0.5123112777041064,{'f1': 0.7747542384955122},no
microsoft/deberta-base,"['hyperlinks', 'mentions', 'hashtags', 'retweet', 'emojis', 'smileys', 'spaces']",0.5550197400645802,0.5188179815943177,{'f1': 0.7694189602446483},0.5044407154800314,{'f1': 0.777521613832853},no
microsoft/deberta-base,"['hyperlinks', 'mentions', 'hashtags', 'retweet', 'repetitions', 'emojis', 'smileys', 'spaces']",0.41879136500705466,0.1947435947991155,{'f1': 0.9275726630007856},0.30724449477374854,{'f1': 0.8927886742368382},yes
